"report_number","local_case_number","agency_name","acrs_report_type","crash_date_time","route_type","road_name","cross_street_type","cross_street_name","off_road_description","municipality","related_non_motorist","collision_type","weather","surface_condition","light","traffic_control","driver_substance_abuse","non_motorist_substance_abuse","person_id","driver_at_fault","injury_severity","circumstance","driver_distracted_by","drivers_license_state","vehicle_id","vehicle_damage_extent","vehicle_first_impact_location","vehicle_second_impact_location","vehicle_body_type","vehicle_movement","vehicle_continuing_dir","vehicle_going_dir","speed_limit","driverless_vehicle","parked_vehicle","vehicle_year","vehicle_make","vehicle_model","equipment_problems","latitude","longitude","geolocation"
"MCP30440055","220016623","Montgomery County Police","Property Damage Crash","2022-04-19T15:58:00.000","Maryland (State)","E RANDOLPH RD","Maryland (State)","OLD COLUMBIA PIKE",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"CB6DD3B0-E1FE-42EF-94E7-433326E51F60","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","ADF1209A-04D5-4635-A5A5-D40113C50974","SUPERFICIAL","SIX OCLOCK","SIX OCLOCK","(SPORT) UTILITY VEHICLE","STOPPED IN TRAFFIC LANE","North","North","35","No","No","2018","FORD","EXPLORER","NO MISUSE","39.06376667","-76.96540167","
,  
(39.06376667, -76.96540167)"
"MCP3227003H","220016627","Montgomery County Police","Property Damage Crash","2022-04-19T15:57:00.000","US (State)","COLESVILLE RD","County","TIMBERWOOD AVE",,"N/A",,"SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"F7AE250B-65D6-4AB0-8C07-D1948AD8597F","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","6DBEC33B-A2AA-4146-8A49-172A18C6CBCB","FUNCTIONAL","ELEVEN OCLOCK","ELEVEN OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","North","40","No","No","2018","HONDA","ACCORD","NO MISUSE","39.02154516","-77.01170234","
,  
(39.02154516, -77.01170234)"
"MCP3227003H","220016627","Montgomery County Police","Property Damage Crash","2022-04-19T15:57:00.000","US (State)","COLESVILLE RD","County","TIMBERWOOD AVE",,"N/A",,"SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","NO CONTROLS","UNKNOWN",,"AA872139-62C5-4598-9303-CAD3B3BD2BE1","Yes","NO APPARENT INJURY","N/A","UNKNOWN",,"F591D63C-C15C-4252-8105-08B5FDF82F31","UNKNOWN","ONE OCLOCK","ONE OCLOCK","VAN","MOVING CONSTANT SPEED","North","North","40","No","No","2011","FORD","VAN","NO MISUSE","39.02154516","-77.01170234","
,  
(39.02154516, -77.01170234)"
"MCP3093003N","220016620","Montgomery County Police","Property Damage Crash","2022-04-19T15:28:00.000","Maryland (State)","EAST WEST HWY","County","SUNDALE DR",,"N/A",,"SAME DIR REAR END","N/A","N/A","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"F758A185-350F-4609-B0B0-192B7732940C","Yes","NO APPARENT INJURY","N/A","LOOKED BUT DID NOT SEE","MD","5EC4DF05-9A7D-45A7-B226-DE1F6EFA725D","DESTROYED","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","West","35","No","No","2010","SUBA","FORRESTER","NO MISUSE","38.99503333","-77.04561667","
,  
(38.99503333, -77.04561667)"
"MCP3093003N","220016620","Montgomery County Police","Property Damage Crash","2022-04-19T15:28:00.000","Maryland (State)","EAST WEST HWY","County","SUNDALE DR",,"N/A",,"SAME DIR REAR END","N/A","N/A","DAYLIGHT","TRAFFIC SIGNAL","N/A",,"29A5E28B-D9C4-457E-BDE5-8F7F0407E8F5","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","33D27265-CAD9-487B-9CBF-4115CD41663A","FUNCTIONAL","SIX OCLOCK","SIX OCLOCK","(SPORT) UTILITY VEHICLE","STARTING FROM LANE","West","West","35","No","No","2008","LEXUS","TK","NO MISUSE","38.99503333","-77.04561667","
,  
(38.99503333, -77.04561667)"
"MCP1220008M","220016617","Montgomery County Police","Property Damage Crash","2022-04-19T14:54:00.000","County","MONTROSE RD","Municipality","WILMART ST",,"ROCKVILLE",,"SAME DIR REAR END","CLOUDY","DRY","DAYLIGHT","WARNING SIGN","NONE DETECTED",,"532134C0-C635-48CF-A323-00FEA19BC244","Yes","NO APPARENT INJURY","N/A","UNKNOWN","MD","38B331F9-5F0E-43EB-9B45-0B05944FB75C","FUNCTIONAL","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","West","West","35","No","No","2017","MAZD","3","NO MISUSE","39.05328417","-77.13199917","
,  
(39.05328417, -77.13199917)"
"MCP1220008M","220016617","Montgomery County Police","Property Damage Crash","2022-04-19T14:54:00.000","County","MONTROSE RD","Municipality","WILMART ST",,"ROCKVILLE",,"SAME DIR REAR END","CLOUDY","DRY","DAYLIGHT","WARNING SIGN","NONE DETECTED",,"30270E3B-D05A-463A-91AD-59901C8DD3E6","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","VA","23C4255A-4093-43D3-B32B-36B39AB4934D","FUNCTIONAL","SIX OCLOCK","SIX OCLOCK","PICKUP TRUCK","STOPPED IN TRAFFIC LANE","West","West","35","No","No","2017","NISSAN","FRONTIER","NO MISUSE","39.05328417","-77.13199917","
,  
(39.05328417, -77.13199917)"
"MCP2641002C","220016613","Montgomery County Police","Property Damage Crash","2022-04-19T14:49:00.000","Maryland (State)","LAYTONSVILLE RD","County","BRINK RD",,"N/A",,"HEAD ON","CLOUDY","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"344AB8C7-6488-4A96-9487-4CC44E55D328","Yes","NO APPARENT INJURY","N/A","UNKNOWN","MD","EC043B50-E49D-4F28-88D1-AE0BE3C48262","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","VAN","MAKING RIGHT TURN","East","East","30","No","No","2017","DODG","VN","NO MISUSE","39.21196149","-77.14258628","
,  
(39.21196149, -77.14258628)"
"MCP2641002C","220016613","Montgomery County Police","Property Damage Crash","2022-04-19T14:49:00.000","Maryland (State)","LAYTONSVILLE RD","County","BRINK RD",,"N/A",,"HEAD ON","CLOUDY","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"EFB28AB7-48C8-4E8B-855A-C89348E23D02","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","6BE00FB3-AF01-461F-B87D-8770367A1268","FUNCTIONAL","TWELVE OCLOCK","TWELVE OCLOCK","MEDIUM/HEAVY TRUCKS 3 AXLES (OVER 10,000LBS (4,536KG))","SLOWING OR STOPPING","West","West","30","No","No","2004","WESTERN","STAR 49F","NO MISUSE","39.21196149","-77.14258628","
,  
(39.21196149, -77.14258628)"
"MCP29740047","220016616","Montgomery County Police","Property Damage Crash","2022-04-19T14:29:00.000","Maryland (State)","OLD COLUMBIA PIKE","County","OLD COLUMBIA PIKE",,"N/A",,"HEAD ON LEFT TURN","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"0B7218C2-4CA5-49A5-8776-7614B7203C02","No","NO APPARENT INJURY","BACKUP DUE TO REGULAR CONGESTION, N/A","NOT DISTRACTED","MD","3ABFE45C-BFAF-482A-9ED0-8840A1DBC021","FUNCTIONAL","SIX OCLOCK","SIX OCLOCK","PASSENGER CAR","MAKING LEFT TURN","South","West","30","No","No","2010","FORD","FUSION","NO MISUSE","39.10849443","-76.93649414","
,  
(39.10849443, -76.93649414)"
"MCP29740047","220016616","Montgomery County Police","Property Damage Crash","2022-04-19T14:29:00.000","Maryland (State)","OLD COLUMBIA PIKE","County","OLD COLUMBIA PIKE",,"N/A",,"HEAD ON LEFT TURN","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"84D1B14B-F5F0-4804-B192-07343FA0D4CD","No","NO APPARENT INJURY","BACKUP DUE TO REGULAR CONGESTION, N/A","NOT DISTRACTED","MD","97A47A0F-F88E-40E2-9207-23D48A70EC20","FUNCTIONAL","SIX OCLOCK","SIX OCLOCK","PASSENGER CAR","MAKING LEFT TURN","South","West","30","No","No","2011","HONDA","CIVIC","NO MISUSE","39.10849443","-76.93649414","
,  
(39.10849443, -76.93649414)"
"MCP29740047","220016616","Montgomery County Police","Property Damage Crash","2022-04-19T14:29:00.000","Maryland (State)","OLD COLUMBIA PIKE","County","OLD COLUMBIA PIKE",,"N/A",,"HEAD ON LEFT TURN","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"53C4BB87-6F72-4FF8-8520-DC67A4DFA653","Yes","NO APPARENT INJURY","BACKUP DUE TO REGULAR CONGESTION, N/A","LOOKED BUT DID NOT SEE","MD","D75E7A63-3991-48C6-92FC-3FE673610589","FUNCTIONAL","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MAKING LEFT TURN","North","East","30","No","No","2016","FORD","ESCAPE","NO MISUSE","39.10849443","-76.93649414","
,  
(39.10849443, -76.93649414)"
"MCP29740047","220016616","Montgomery County Police","Property Damage Crash","2022-04-19T14:29:00.000","Maryland (State)","OLD COLUMBIA PIKE","County","OLD COLUMBIA PIKE",,"N/A",,"HEAD ON LEFT TURN","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"892995EE-D218-413B-923E-5446BCE4EBB3","No","NO APPARENT INJURY","BACKUP DUE TO REGULAR CONGESTION, N/A","NOT DISTRACTED","MD","5BA7F4B7-1EFA-4F5A-B077-3D7C178473B1","DISABLING","EIGHT OCLOCK","EIGHT OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","West","30","No","No","1999","BMW","M3","NO MISUSE","39.10849443","-76.93649414","
,  
(39.10849443, -76.93649414)"
"MCP263900DZ","220016607","Montgomery County Police","Property Damage Crash","2022-04-19T14:21:00.000","Maryland (State)","WOODFIELD RD","County","HAWKINS CREAMERY RD",,"N/A",,"SINGLE VEHICLE","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"349EAD35-8EF5-4456-8C46-1FD8F52F2AED","Yes","NO APPARENT INJURY","N/A","LOOKED BUT DID NOT SEE","MD","8B3D6CC5-AD3A-4178-AF30-EB31B8E05EA3","SUPERFICIAL","SIX OCLOCK","SIX OCLOCK","CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))","BACKING","West","North","35","No","No","2021","FORD","TRANSIT","NO MISUSE","39.27211304","-77.20285051","
,  
(39.27211304, -77.20285051)"
"DD5653001H","220016590","Rockville Police Departme","Property Damage Crash","2022-04-19T12:55:00.000","Municipality","HURLEY AVE","Maryland (State)","W MONTGOMERY AVE",,"N/A",,"STRAIGHT MOVEMENT ANGLE","CLOUDY","DRY","DAYLIGHT","TRAFFIC SIGNAL","N/A",,"A567C496-F91A-40F6-9FBB-46DD2A60DA1C","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","16371A9B-4447-45A4-88F7-73CD7403A744","DISABLING","TEN OCLOCK","TEN OCLOCK","VAN","MOVING CONSTANT SPEED","South","South","25","No","No","2013","HOND","VN","N/A","39.0893295","-77.17792083","
,  
(39.0893295, -77.17792083)"
"DD5653001H","220016590","Rockville Police Departme","Property Damage Crash","2022-04-19T12:55:00.000","Municipality","HURLEY AVE","Maryland (State)","W MONTGOMERY AVE",,"N/A",,"STRAIGHT MOVEMENT ANGLE","CLOUDY","DRY","DAYLIGHT","TRAFFIC SIGNAL","N/A",,"8F9DEB29-661B-4D57-90CE-1FF4A8F71552","Yes","NO APPARENT INJURY","N/A","LOOKED BUT DID NOT SEE","MD","1DC91939-B888-4887-BF32-571F23BC460A","FUNCTIONAL","ONE OCLOCK","ONE OCLOCK","VAN","MAKING LEFT TURN","North","North","45","No","No","2014","NISSAN","NV","N/A","39.0893295","-77.17792083","
,  
(39.0893295, -77.17792083)"
"MCP2445003N","220016587","Montgomery County Police","Injury Crash","2022-04-19T12:51:00.000",,,,,"IN THE CAR WASH BAY OF 20440 GERMANTOWN RD",,"PEDESTRIAN","SAME DIR REAR END","CLOUDY",,"DAYLIGHT","NO CONTROLS","NONE DETECTED","NONE DETECTED","2956B97D-E9B3-4E18-891C-C13F56BA2719","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","D01D17BF-C0D0-4DC8-AF4D-84F0B1E84A19","NO DAMAGE","TWELVE OCLOCK","TWELVE OCLOCK","(SPORT) UTILITY VEHICLE","STOPPED IN TRAFFIC LANE","East","East","0","No","No","2009","HYUN","TK","NO MISUSE","39.1921695","-77.24407583","
,  
(39.1921695, -77.24407583)"
"MCP2445003N","220016587","Montgomery County Police","Injury Crash","2022-04-19T12:51:00.000",,,,,"IN THE CAR WASH BAY OF 20440 GERMANTOWN RD",,"PEDESTRIAN","SAME DIR REAR END","CLOUDY",,"DAYLIGHT","NO CONTROLS","NONE DETECTED","NONE DETECTED","990A5E0D-0112-4193-B656-A8E67695D8AD","Yes","NO APPARENT INJURY","N/A","UNKNOWN","MD","F3E4804A-5630-43F4-9DED-6458CE29BD9C","NO DAMAGE","SIX OCLOCK","SIX OCLOCK","PASSENGER CAR","BACKING","West","East","0","No","No","2016","TOYT","4H","NO MISUSE","39.1921695","-77.24407583","
,  
(39.1921695, -77.24407583)"
"MCP33120010","220016581","Montgomery County Police","Property Damage Crash","2022-04-19T12:05:00.000","Maryland (State)","NEW HAMPSHIRE AVE","County","NORTHWEST DR",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"992B5524-8A67-4E1E-BD6A-889E1B1169E1","Yes","NO APPARENT INJURY","N/A","UNKNOWN","MD","5034DF5F-FD4B-4182-B508-AC497A7D2932","SUPERFICIAL","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","North","North","40","No","No","2012","FORD","UT","NO MISUSE","39.03689333","-76.98888","
,  
(39.03689333, -76.98888)"
"MCP33120010","220016581","Montgomery County Police","Property Damage Crash","2022-04-19T12:05:00.000","Maryland (State)","NEW HAMPSHIRE AVE","County","NORTHWEST DR",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","N/A",,"B2BC0DFD-40A9-4DAB-B63A-BA9F6A2EC35E","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","3487734B-2D21-44ED-947D-6E81D4A8DD66","NO DAMAGE","SIX OCLOCK","SIX OCLOCK","SCHOOL BUS","STOPPED IN TRAFFIC LANE","North","North","40","No","No","2018","THOMAS","CONV","NO MISUSE","39.03689333","-76.98888","
,  
(39.03689333, -76.98888)"
"MCP23720046","220016556","Montgomery County Police","Property Damage Crash","2022-04-19T10:47:00.000","County","FERNWOOD RD","County","FERNWOOD PL",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","PERSON","NONE DETECTED",,"E4B9CD01-B101-4AEC-8B60-39B315987B0C","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","C3F4BD9A-A764-4A9F-8DF5-C468244CEB48","DISABLING","SIX OCLOCK","SIX OCLOCK","(SPORT) UTILITY VEHICLE","STOPPED IN TRAFFIC LANE","South","South","30","No","No","2018","MERCEDES","GLS 450","NO MISUSE","39.007735","-77.13328717","
,  
(39.007735, -77.13328717)"
"MCP23720046","220016556","Montgomery County Police","Property Damage Crash","2022-04-19T10:47:00.000","County","FERNWOOD RD","County","FERNWOOD PL",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","PERSON","NONE DETECTED",,"B606F80C-5D59-4328-B132-5EC934A30370","Yes","NO APPARENT INJURY","N/A","LOOKED BUT DID NOT SEE","MD","80E9177B-260C-404B-AF9A-1446CB9878C6","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","South","30","No","No","2005","BUICK","LE SABRE","NO MISUSE","39.007735","-77.13328717","
,  
(39.007735, -77.13328717)"
"MCP2966005T","220016551","Montgomery County Police","Property Damage Crash","2022-04-19T10:15:00.000","Maryland (State)","GERMANTOWN RD","County","CROWNSGATE WAY",,"N/A",,"SINGLE VEHICLE","CLEAR","N/A","DAYLIGHT","NO CONTROLS","N/A",,"13586A4C-F42F-4965-8F01-AB12FE688F84","Yes","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","8A71CB2A-6883-454E-BF12-4E19CF8F664A","FUNCTIONAL","TWO OCLOCK","TWO OCLOCK","SCHOOL BUS","MOVING CONSTANT SPEED","West","West","40","No","No","2022","THMS","SB","N/A","39.15833124","-77.28495693","
,  
(39.15833124, -77.28495693)"
"MCP2832006X","220016552","Montgomery County Police","Property Damage Crash","2022-04-19T09:52:00.000","Maryland (State)","CONNECTICUT AVE","County","DECATUR AVE",,"N/A",,"SAME DIRECTION SIDESWIPE","CLOUDY","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"007509CB-56EE-4391-AB26-3F9BD7F3DDD2","Yes","NO APPARENT INJURY","N/A","LOOKED BUT DID NOT SEE","MD","6B52C8AE-15DD-45B4-8B11-12E2C9EBB31E","DISABLING","ELEVEN OCLOCK","ELEVEN OCLOCK","PASSENGER CAR","CHANGING LANES","East","East","25","No","No","2018","NISSAN","MAXIMA","NO MISUSE","39.03409","-77.07424667","
,  
(39.03409, -77.07424667)"
"MCP2832006X","220016552","Montgomery County Police","Property Damage Crash","2022-04-19T09:52:00.000","Maryland (State)","CONNECTICUT AVE","County","DECATUR AVE",,"N/A",,"SAME DIRECTION SIDESWIPE","CLOUDY","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"E824E643-A720-4301-9A91-3DFDC94C3514","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","09A47895-71C2-4B88-9B99-5B7B9C779D9F","FUNCTIONAL","ONE OCLOCK","ONE OCLOCK","PICKUP TRUCK","MAKING LEFT TURN","East","South","25","No","No","2012","CHEVY","SILVERADO","NO MISUSE","39.03409","-77.07424667","
,  
(39.03409, -77.07424667)"
"MCP2121002D","220016544","Montgomery County Police","Property Damage Crash","2022-04-19T09:30:00.000","Maryland (State)","FISHER AVE","Municipality","TOM FOX AVE",,"POOLESVILLE",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"8459F4D8-7994-4149-8BC5-6BFE67F4A936","Yes","NO APPARENT INJURY","N/A","OTHER DISTRACTION","MD","B3B69A75-8447-40C6-905D-EAF4E43016CD","SUPERFICIAL","TWELVE OCLOCK","TWELVE OCLOCK","POLICE VEHICLE/NON EMERGENCY","SLOWING OR STOPPING","West","West","30","No","No","2014","DODGE","CHARGER","NO MISUSE","39.13485343","-77.40313301","
,  
(39.13485343, -77.40313301)"
"MCP2121002D","220016544","Montgomery County Police","Property Damage Crash","2022-04-19T09:30:00.000","Maryland (State)","FISHER AVE","Municipality","TOM FOX AVE",,"POOLESVILLE",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"723A2027-9387-4801-9F92-81574CC4D236","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","102FAF75-FA08-4B64-A94F-78CABF23590D","SUPERFICIAL","SIX OCLOCK","SIX OCLOCK","VAN","STOPPED IN TRAFFIC LANE","West","West","30","No","No","2021","TOYOTA","SIENNA","NO MISUSE","39.13485343","-77.40313301","
,  
(39.13485343, -77.40313301)"
"MCP26410029","220016543","Montgomery County Police","Property Damage Crash","2022-04-19T09:30:00.000","Maryland (State)","RIDGE RD","County","DAVIS MILL RD",,"N/A",,"STRAIGHT MOVEMENT ANGLE","CLOUDY","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"C8F1CB1E-52A7-4288-86CD-88B006AC8F53","Yes","NO APPARENT INJURY","N/A","UNKNOWN","MD","9A134128-2B11-4649-9FA7-DBA087310A17","FUNCTIONAL","ELEVEN OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MAKING LEFT TURN","South","South","45","No","No","2015","HOND","4S","NO MISUSE","39.24082667","-77.23513167","
,  
(39.24082667, -77.23513167)"
"MCP26410029","220016543","Montgomery County Police","Property Damage Crash","2022-04-19T09:30:00.000","Maryland (State)","RIDGE RD","County","DAVIS MILL RD",,"N/A",,"STRAIGHT MOVEMENT ANGLE","CLOUDY","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"4ED693E8-5CAF-428A-8941-16FD2707E876","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","131D4B2D-5593-4442-A2CE-0AC44A993789","FUNCTIONAL","TWO OCLOCK","TWO OCLOCK","VAN","MOVING CONSTANT SPEED","North","North","45","No","No","2015","HOND","VN","NO MISUSE","39.24082667","-77.23513167","
,  
(39.24082667, -77.23513167)"
"MCP3113003Z","220016541","Montgomery County Police","Injury Crash","2022-04-19T09:16:00.000","County","INDUSTRIAL PKWY","US (State)","COLUMBIA PIKE",,"N/A",,"SAME DIR REAR END","CLEAR","N/A","DAYLIGHT","NO CONTROLS","N/A",,"5B6CCE21-9B7B-424E-A943-8A4D0E6AAB88","Yes","NO APPARENT INJURY","N/A","LOOKED BUT DID NOT SEE","MD","61E6C2E3-BE66-44B4-92F3-A521F02E7A99","SUPERFICIAL","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","East","East","30","No","No","2015","HONDA","PILOT","N/A","39.055285","-76.97092667","
,  
(39.055285, -76.97092667)"
"MCP3113003Z","220016541","Montgomery County Police","Injury Crash","2022-04-19T09:16:00.000","County","INDUSTRIAL PKWY","US (State)","COLUMBIA PIKE",,"N/A",,"SAME DIR REAR END","CLEAR","N/A","DAYLIGHT","NO CONTROLS","N/A",,"6A79398F-4B30-4C32-87E1-97AC7EE5502F","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","DC","1731D9F0-AC11-4B6A-85B6-C62087E1C082","SUPERFICIAL","SIX OCLOCK","SIX OCLOCK","VAN","SLOWING OR STOPPING","East","East","30","No","No","2020","CHRYSLER","TOWN AND COUNTRY","N/A","39.055285","-76.97092667","
,  
(39.055285, -76.97092667)"
"MCP3130004Q","220016535","Montgomery County Police","Property Damage Crash","2022-04-19T08:45:00.000","Maryland (State)","LAYHILL RD","Maryland (State)","GEORGIA AVE",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"50518AAE-392C-465D-B53B-EF573A0F3CD4","Yes","NO APPARENT INJURY","N/A","LOOKED BUT DID NOT SEE","MD","21F66C6B-C618-4E82-A1F3-5A97F2766F0A","SUPERFICIAL","TWELVE OCLOCK","TWELVE OCLOCK","SCHOOL BUS","SLOWING OR STOPPING","South","South","35","No","No","2012","THOMAS","CONV MSDE C8","NO MISUSE","39.06234667","-77.05079","
,  
(39.06234667, -77.05079)"
"MCP3130004Q","220016535","Montgomery County Police","Property Damage Crash","2022-04-19T08:45:00.000","Maryland (State)","LAYHILL RD","Maryland (State)","GEORGIA AVE",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"395148A9-6FE7-4212-B061-522B6A312623","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","ACD65442-5A53-4E57-BB62-FE89778886C0","SUPERFICIAL","SIX OCLOCK","SIX OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","South","South","35","No","No","2012","KIA","SORENTO","NO MISUSE","39.06234667","-77.05079","
,  
(39.06234667, -77.05079)"
"MCP3130004Q","220016535","Montgomery County Police","Property Damage Crash","2022-04-19T08:45:00.000","Maryland (State)","LAYHILL RD","Maryland (State)","GEORGIA AVE",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"9C3E76E0-39A6-4909-9119-E326EBAA840D","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","29094BBF-C318-4BED-82A0-F0EA9D3F5B50","SUPERFICIAL","SIX OCLOCK","SIX OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","South","South","35","No","No","2016","KIA","SORENTO","NO MISUSE","39.06234667","-77.05079","
,  
(39.06234667, -77.05079)"
"MCP285900C1","220016532","Montgomery County Police","Property Damage Crash","2022-04-19T08:20:00.000","Maryland (State)","MUNCASTER MILL RD","Maryland (State)","WOODFIELD RD",,"N/A",,"HEAD ON LEFT TURN","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"8D1246A3-EEEC-4A7F-9F29-7CFA664C9680","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","FBA5FF6F-3803-4BAA-99D6-D2AC4990FB3D","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","South","30","No","No","1999","NISS","SEDAN","NO MISUSE","39.15888734","-77.160229","
,  
(39.15888734, -77.160229)"
"MCP285900C1","220016532","Montgomery County Police","Property Damage Crash","2022-04-19T08:20:00.000","Maryland (State)","MUNCASTER MILL RD","Maryland (State)","WOODFIELD RD",,"N/A",,"HEAD ON LEFT TURN","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"BC329E2B-35C5-40EB-A5DC-4A76C36645FC","Yes","NO APPARENT INJURY","N/A","LOOKED BUT DID NOT SEE","MD","351C16B4-19F0-4B7F-92AB-AE82BEFA76F6","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MAKING LEFT TURN","West","North","30","No","No","2011","TOYT","MINIVAN","NO MISUSE","39.15888734","-77.160229","
,  
(39.15888734, -77.160229)"
"EJ7870005H","220016531","Gaithersburg Police Depar","Property Damage Crash","2022-04-19T08:04:00.000","Maryland (State)","QUINCE ORCHARD RD","Municipality","SIOUX LA",,"GAITHERSBURG",,"STRAIGHT MOVEMENT ANGLE","N/A","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"52F2DF1B-6246-4757-A2D3-F3A11CD40A5B","Yes","NO APPARENT INJURY","N/A","LOOKED BUT DID NOT SEE","MD","04A903A3-6D74-417F-8058-7712D2CD99D9","DISABLING","FIVE OCLOCK","FIVE OCLOCK","(SPORT) UTILITY VEHICLE","MOVING CONSTANT SPEED","West","West","40","No","No","2019","FORD","UT","NO MISUSE","39.12925713","-77.23368843","
,  
(39.12925713, -77.23368843)"
"EJ7870005H","220016531","Gaithersburg Police Depar","Property Damage Crash","2022-04-19T08:04:00.000","Maryland (State)","QUINCE ORCHARD RD","Municipality","SIOUX LA",,"GAITHERSBURG",,"STRAIGHT MOVEMENT ANGLE","N/A","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"45759B22-9BBB-47A4-8888-3F7E05514430","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","F08359E2-F77F-4734-9830-B131ADC260AA","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","East","South","25","No","No","2011","TOYT","CAMRY","NO MISUSE","39.12925713","-77.23368843","
,  
(39.12925713, -77.23368843)"
